"date","LE_downscaled"
"2022-03-01",9.0229579998484
"2022-03-02",9.02292005869863
"2022-03-03",9.02087567327787
"2022-03-04",9.02305874278034
"2022-03-05",9.02328065260993
"2022-03-06",9.01544932391854
"2022-03-07",9.01929683188431
"2022-03-08",9.0231522187582
"2022-03-09",9.01912785607819
"2022-03-10",9.01874507883335
"2022-03-11",9.00978308858003
"2022-03-12",9.0170484362893
"2022-03-13",9.0206626367817
"2022-03-14",9.01815117744868
"2022-03-15",9.01559076179338
"2022-03-16",9.02416309031905
"2022-03-17",9.02151294690432
"2022-03-18",9.02001572487931
"2022-03-19",9.02013245511024
"2022-03-20",9.01680158933305
"2022-03-21",9.02503214153379
"2022-03-22",9.02062431316066
"2022-03-23",9.01925215924023
"2022-03-24",9.01587310208328
"2022-03-25",9.01351195395852
"2022-03-26",9.01723630617605
"2022-03-27",9.01330901470381
"2022-03-28",9.01667177858475
"2022-03-29",9.01319098407057
"2022-03-30",9.01450408442725
"2022-03-31",9.0161812974309
"2022-04-01",9.01809319480448
"2022-04-02",9.01690516255237
"2022-04-03",9.01885737239758
"2022-04-04",9.02297077438874
"2022-04-05",9.02366082905015
"2022-04-06",9.0193447937813
"2022-04-07",9.02223994829019
"2022-04-08",9.02847315903612
"2022-04-09",9.01829636354194
"2022-04-10",9.01959462401344
"2022-04-11",9.02072582103514
"2022-04-12",9.01988078901602
"2022-04-13",9.01741170749948
"2022-04-14",9.01801501767734
"2022-04-15",9.02266043720203
"2022-04-16",9.02078319172532
"2022-04-17",9.02074601551808
"2022-04-18",9.01910590222741
"2022-04-19",9.02028972729557
"2022-04-20",9.01899490906549
"2022-04-21",9.01677634622937
"2022-04-22",9.01497896075337
"2022-04-23",9.02205376127702
"2022-04-24",9.01536999937759
"2022-04-25",9.01702020990973
"2022-04-26",9.0155783697243
"2022-04-27",9.01860195808493
"2022-04-28",9.01773015307706
"2022-04-29",9.01902428285886
"2022-04-30",9.01758863870797
"2022-05-01",9.02353331312945
"2022-05-02",9.02200044478228
"2022-05-03",9.02463069969109
"2022-05-04",9.01827012601297
"2022-05-05",9.01623820915555
"2022-05-06",9.01402484792867
"2022-05-07",9.01589084875011
"2022-05-08",9.02713634546083
"2022-05-09",9.02401446198437
"2022-05-10",9.02299494657287
"2022-05-11",9.01984323033752
"2022-05-12",9.01692573950658
"2022-05-13",9.01779379629603
"2022-05-14",9.01953251067954
"2022-05-15",9.02375874169471
"2022-05-16",9.02075856057567
"2022-05-17",9.02310731663136
"2022-05-18",9.01632051697238
"2022-05-19",9.01279099561868
"2022-05-20",9.01219097469372
"2022-05-21",9.01813167141402
"2022-05-22",9.02038718097461
"2022-05-23",9.01840689773834
"2022-05-24",9.01318838326594
"2022-05-25",9.0128075948717
"2022-05-26",9.00596449544211
"2022-05-27",9.00346481622414
