"date","LE_downscaled"
"2022-03-01",8.73290814122038
"2022-03-02",8.76435633628273
"2022-03-03",9.13437500009443
"2022-03-04",9.08436015541455
"2022-03-05",8.99152690732689
"2022-03-06",9.04783195390084
"2022-03-07",9.0833554117563
"2022-03-08",8.78715585554173
"2022-03-09",9.15506371334871
"2022-03-10",8.84024121935648
"2022-03-11",9.355916755126
"2022-03-12",9.18485140768735
"2022-03-13",8.99664631549034
"2022-03-14",8.8872333898376
"2022-03-15",9.02100220237682
"2022-03-16",8.82319153565434
"2022-03-17",9.05259111783949
"2022-03-18",8.85618202630414
"2022-03-19",8.81189450191707
"2022-03-20",9.04831884648593
"2022-03-21",8.67652992003827
"2022-03-22",8.78592877365099
"2022-03-23",8.79025170434866
"2022-03-24",8.92746535228759
"2022-03-25",9.04785165475689
"2022-03-26",8.99845597983839
"2022-03-27",9.12905014014652
"2022-03-28",9.04429142862892
"2022-03-29",9.03740175782951
"2022-03-30",9.22494264973703
"2022-03-31",8.99418652289284
"2022-04-01",9.08334415412429
"2022-04-02",9.28088463767816
"2022-04-03",9.1928780993213
"2022-04-04",9.13796899911847
"2022-04-05",9.00964606607142
"2022-04-06",9.06477469009874
"2022-04-07",8.91193263450084
"2022-04-08",8.80392128403523
"2022-04-09",8.83295753143619
"2022-04-10",8.88510288297683
"2022-04-11",8.80175137546238
"2022-04-12",8.84793018202968
"2022-04-13",9.03038543866981
"2022-04-14",9.10397376481043
"2022-04-15",8.76171923598083
"2022-04-16",8.81021992915332
"2022-04-17",8.82859801343443
"2022-04-18",8.93109593861571
"2022-04-19",8.97247336512427
"2022-04-20",8.87611366380472
"2022-04-21",8.89612691913749
"2022-04-22",8.91693946634405
"2022-04-23",8.71216032539797
"2022-04-24",9.0277370807359
"2022-04-25",9.13296216727528
"2022-04-26",9.12774988364761
"2022-04-27",8.89346448916353
"2022-04-28",9.14495998860611
"2022-04-29",9.00133230482083
"2022-04-30",8.9680575589624
"2022-05-01",8.86585514662177
"2022-05-02",8.91024398969707
"2022-05-03",8.77841711868218
"2022-05-04",9.10344465610525
"2022-05-05",9.21739722187215
"2022-05-06",9.71415149261535
"2022-05-07",9.43752614408456
"2022-05-08",8.86307451151155
"2022-05-09",8.77257722206912
"2022-05-10",8.88762177814247
