"time","u10","v10","t2m","msdwlwrf","msdwswrf","mslhf","msshf","mtdwswrf","mtnlwrfcs","sst","skt","wind_speed","LE_era5","H_era5"
2022-03-01 08:00:00,-0.675072015873482,0.664272474074406,298.790531545138,412.522835465529,9.95006864422493,-31.6419876022028,-4.94653423598719,33.0354662802895,-276.271646582496,302.118179321289,299.865447574741,0.947090358111843,31.6419876022028,4.94653423598719
2022-03-01 09:00:00,-0.733580273095945,1.01452464817838,298.997738381696,415.189146772904,143.308564382236,-65.9720417706269,-9.36906735780244,328.171702476004,-276.231407445985,302.118179321289,300.864061481645,1.25195857712505,65.9720417706269,9.36906735780244
2022-03-01 10:00:00,-0.435754370202244,1.76250227669897,300.251519268076,416.67324161825,321.289854198729,-119.883634556463,-18.4836069457729,658.048193016819,-276.650886663591,302.118179321289,301.626136582219,1.81557047412636,119.883634556463,18.4836069457729
2022-03-01 11:00:00,0.249735920868681,2.42100261651967,301.165823777737,420.216518061511,541.452663348413,-183.154662334326,-36.8093794982124,941.874615709401,-278.205881240288,302.118179321289,302.672461778709,2.43384915296064,183.154662334326,36.8093794982124
2022-03-01 12:00:00,0.987883643439824,2.67762085526043,301.558694425922,422.171138431687,681.841412308622,-211.2433609084,-45.1582977607933,1160.3577592837,-281.429973150641,302.118179321289,303.666446978414,2.85404406719685,211.2433609084,45.1582977607933
2022-03-01 13:00:00,1.74282889792322,2.47153868911057,302.437209716748,432.311891051073,694.542221426528,-216.632441467385,-42.0530137516048,1298.52875292675,-283.698798984632,302.118179321289,304.211328895053,3.02422817578414,216.632441467385,42.0530137516048
2022-03-01 14:00:00,2.06537925790125,2.33218164045083,302.553495722284,438.174065690187,786.522655342457,-245.563021478832,-49.6917904949839,1347.05284247879,-284.501376830669,302.118179321289,303.807800575172,3.11526285937875,245.563021478832,49.6917904949839
2022-03-01 15:00:00,2.15559521581202,2.07862619398831,302.914399301218,427.688429666399,743.66128734602,-241.369204688956,-65.1294428510264,1302.54124190856,-282.406736847879,302.118179321289,304.010158159112,2.99454129855743,241.369204688956,65.1294428510264
2022-03-01 16:00:00,2.56477554374202,1.53410548109338,302.334938259689,439.029106697675,578.736182085039,-203.811938343936,-47.450406325003,1168.0916758704,-283.234670862129,302.118179321289,303.677247295211,2.98857043030576,203.811938343936,47.450406325003
2022-03-01 17:00:00,2.0566973874747,1.26829886551792,301.99349289682,438.963334312484,440.24791916072,-171.300763824157,-34.7708929051463,952.830997540561,-282.341141543155,302.118179321289,302.80348979787,2.41631665059016,171.300763824157,34.7708929051463
